id,text,processed_text
18559,Cirugía digestiva,cirug digestiva
18560,Cirugía general,cirug general
18561,Cirugía hepática,cirug hep tica
18562,Cirugía maxilofacial,cirug maxilofacial
18563,Cirugía oftalmológica,cirug oftalmol gica
18564,Cirugía oncológica,cirug oncol gica
18565,Cirugía ortopédica,cirug ortop dica
18566,Cirugía pediátrica,cirug pedi trica
18567,Cirugía plástica y reparadora  estética,cirug pl stica reparadora est tica
18568,Cirugía torácica,cirug tor cica
18569,Cirugía transplantes,cirug transplantes
18570,Cirugía urológica,cirug urol gica
18571,Cirugía vascular,cirug vascular
18572,Dermatología  Clínica,dermatolog cl nica
18573,Dermatología  Estética,dermatolog est tica
18574,Dermatología  Otros,dermatolog otros
18575,Director centro de salud,director centro de salud
18576,Endocrinología  Diabetología,endocrinolog diabetolog
18577,Endocrinología  Lipidología,endocrinolog lipidolog
18578,Endocrinología  Otros,endocrinolog otros
18579,Endocrinología y nutrición,endocrinolog nutrici n
18580,Gastroenterología  Endoscopias,gastroenterolog endoscopias
18581,Gastroenterología  Otros,gastroenterolog otros
18582,Geriatría,geriatr
18583,Ginecología  obstetricia  Especialistas en fertilidad,ginecolog obstetricia especialistas en fertilidad
18584,Ginecología  obstetricia  Otros,ginecolog obstetricia otros
18585,Hematología clínica  Hemodinámica,hematolog cl nica hemodin mica
18586,Hematología clínica  Hemofilia,hematolog cl nica hemofilia
18587,Hematología clínica  Hemostasia,hematolog cl nica hemostasia
18588,Hematología clínica  Otros,hematolog cl nica otros
18589,Hematología oncológica  Leucemia linfoblástica aguda LLA,hematolog oncol gica leucemia linfobl stica aguda lla
18590,Hematología oncológica  Leucemia linfocítica crónica LLC,hematolog oncol gica leucemia linfoc tica cr nica llc
18591,Hematología oncológica  Leucemia mieloide aguda LMA,hematolog oncol gica leucemia mieloide aguda lma
18592,Hematología oncológica  Linfoma de Hodgkin LH,hematolog oncol gica linfoma de hodgkin lh
18593,Hematología oncológica  Linfomas no Hodgkin NHL,hematolog oncol gica linfomas hodgkin nhl
18594,Hematología oncológica  Mieloma múltiple MM,hematolog oncol gica mieloma ltiple mm
18595,Hematología oncológica  Otros,hematolog oncol gica otros
18596,Hematología oncológica  Síndrome mielodisplásico SMD,hematolog oncol gica ndrome mielodispl sico smd
18597,Hepatología,hepatolog
18598,Inmunología  Con consulta,inmunolog con consulta
18599,Inmunología  Otros,inmunolog otros
18600,Inmunología  Sólo laboratorio,inmunolog lo laboratorio
18601,MAP  Geriatría,map geriatr
18602,Medicina del deporte  Rehabilitador médico,medicina del deporte rehabilitador dico
18603,Medicina interna  Clínica,medicina interna cl nica
18604,Medicina interna  Infecciosas  Otros,medicina interna infecciosas otros
18605,Medicina Legal  forense,medicina legal forense
18606,Medicina nuclear  Neurorradiología,medicina nuclear neurorradiolog
18607,Medicina nuclear  Radiodiagnóstica,medicina nuclear radiodiagn stica
18608,Medicina nuclear  Radiología,medicina nuclear radiolog
18609,Nefrología  Hemodialisis  Predialisis,nefrolog hemodialisis predialisis
18610,Nefrología  Otros,nefrolog otros
18611,Neonatología,neonatolog
18612,Neumología  Otros,neumolog otros
18613,Neumología  UCI,neumolog uci
18614,Neurocirugía,neurocirug
18615,Neurofisiología  Otros,neurofisiolog otros
18616,Neurofisiología clínica,neurofisiolog cl nica
18617,Neurología  Cefaleas,neurolog cefaleas
18618,Neurología  Enfermedades neuromusculares,neurolog enfermedades neuromusculares
18619,Neurología  Epilepsia,neurolog epilepsia
18620,Neurología  Esclerosis multiple,neurolog esclerosis multiple
18621,Neurología  Especialista en el sueño,neurolog especialista en el sue
18622,Neurología  Neurorradiología,neurolog neurorradiolog
18623,Neurología  Otros,neurolog otros
18624,Neurología  Parkinson,neurolog parkinson
18625,Neuropediatra  Espina bífida,neuropediatra espina b fida
18626,Neuropsiquiatría,neuropsiquiatr
18627,Oftalmología  Cirugía oftalmológica,oftalmolog cirug oftalmol gica
18628,Oftalmología  Glaucomatología,oftalmolog glaucomatolog
18629,Oftalmología  Otros,oftalmolog otros
18630,Oftalmología  Retinología,oftalmolog retinolog
18631,Oncología médica  Cabeza y cuello,oncolog dica cabeza cuello
18632,Oncología médica  Colon,oncolog dica colon
18633,Oncología médica  Digestivo,oncolog dica digestivo
18634,Oncología médica  General,oncolog dica general
18635,Oncología médica  Ginecológicos,oncolog dica ginecol gicos
18636,Oncología médica  Mama,oncolog dica mama
18637,Oncología médica  Melanomas,oncolog dica melanoma
18638,Oncología médica  Otros,oncolog dica otros
18639,Oncología médica  Ovárico,oncolog dica ov rico
18640,Oncología médica  Pulmón,oncolog dica pulm n
18641,Oncología médica  Urológicos,oncolog dica urol gicos
18642,Oncología médica  Urotelial,oncolog dica urotelial
18643,Oncología radioterápica,oncolog radioter pica
18644,Otorrinolaringología,otorrinolaringolog
18645,Pediatría general,pediatr general
18646,Pediatría y áreas específicas,pediatr reas espec fica
18647,Personal de laboratorio  Anatomia patológica,personal de laboratorio anatomia patol gica
18648,Personal de laboratorio  Biomedicina,personal de laboratorio biomedicina
18649,Personal de laboratorio  Director de laboratorio,personal de laboratorio director de laboratorio
18650,Personal de laboratorio  Imunología,personal de laboratorio imunolog
18651,Personal de laboratorio  Jefe de laboratorio,personal de laboratorio jefe de laboratorio
18652,Personal de laboratorio  Otros,personal de laboratorio otros
18653,Psiquiatría  Otros,psiquiatr otros
18654,Psiquiatria adulto  Depresión,psiquiatria adulto depresi n
18655,Psiquiatria adulto  Esquizofrénia,psiquiatria adulto esquizofr nia
18656,Psiquiatria infantil  Esquizofrénia,psiquiatria infantil esquizofr nia
18657,Rehabilitación  Medicina del deporte,rehabilitaci n medicina del deporte
18658,Rehabilitación  Otros,rehabilitaci n otros
18659,Rehabilitación  Rehabilitador clínico,rehabilitaci n rehabilitador cl nico
18660,Reumatología,reumatolog
18661,Sexología,sexolog
18662,Traumatología  Cirugía ortopédica,traumatolog cirug ortop dica
18663,Traumatología  Otros,traumatolog otros
18664,Traumatología clínica,traumatolog cl nica
18665,Traumatología de trafico,traumatolog de trafico
18666,Urología,urolog
18667,Odontoestomatologiacutea,odontoestomatologiacutea
18668,Ortodoncia,ortodoncia
18669,Periodoncia,periodoncia
18670,Adjunto de farmacia,adjunto de farmacia
18671,Jefe de compras,jefe de compras
18672,Jefe de servicio,jefe de servicio
18673,Auxiliar,auxiliar
18674,Farmacéutico,farmac utico
18675,Propietario,propietario
18676,Titular,titular
18677,Analista de laboratorio,analista de laboratorio
18678,Auxiliar de oftalmologiacutea,auxiliar de oftalmologiacutea
18679,Comadrona,comadrona
18680,Diestista,diestista
18681,Director Gerente de Hospital,director gerente de hospital
18682,Director informatico Hospital,director informatico hospital
18683,Embrioacutelogoa,embrioacutelogoa
18684,Equipo odontologiacutea  Auxiliar,equipo odontologiacutea auxiliar
18685,Equipo odontologiacutea  Higenista,equipo odontologiacutea higenista
18686,Equipo odontologiacutea  Proteacutesico dental,equipo odontologiacutea proteacutesico dental
18687,Fisioterapeutas,fisioterapeutas
18688,Genetistas,genetistas
18689,Gerente atencion domicilio,gerente atencion domicilio
18690,Homeopaacuteta,homeopaacuteta
18691,Logopeda,logopeda
18692,Optometrista,optometrista
18693,Osteoacutepata,osteoacutepata
18694,Podologiacutea  Especializado en Deporte,podologiacutea especializado en deporte
18695,Podologiacutea  General,podologiacutea general
18696,Psicologiacutea  Adultos,psicologiacutea adultos
18697,Psicologiacutea  Infantil,psicologiacutea infantil
18698,RehabilitadoresRehabilitacioacuten,rehabilitadoresrehabilitacioacuten
18699,Subdirector de Hospital,subdirector de hospital
18700,Teacutecnico de laboratorio,teacutecnico de laboratorio
18701,Teacutecnico de rayos,teacutecnico de rayos
18702,UVI Moacutevil,uvi moacutevil
18703,Animales de abasto  animales grandes  Otros,animales de abasto animales grandes otros
18704,Animales de abasto  Animales pequentildeos,animales de abasto animales pequentildeos
18705,Animales de abasto  Cabras,animales de abasto cabras
18706,Animales de abasto  Cerdos,animales de abasto cerdos
18707,Animales de abasto  Ovejas,animales de abasto ovejas
18708,Animales de abasto  Vacas,animales de abasto vacas
18709,Animales domeacutesticos,animales domeacutesticos
18710,Animales exoacuteticos,animales exoacuteticos
18711,Caballos,caballos
18712,Cliacutenica,cliacutenica
18713,Diagnoacutestico radiologiacutea,diagnoacutestico radiologiacutea
18714,Compras de material hospitalario fungible,compras de material hospitalario fungible
18715,Compras de material hospitalario no fungible,compras de material hospitalario fungible
18716,Altri professionistis ettore sanitario,altri professionistis ettore sanitario
18717,Dentista,dentista
18718,Farmacista,farmacista
18719,Medico,medico
18720,Veterinario,veterinario
18721,cardiologia,cardiologia
18722,chirurgia generale,chirurgia generale
18723,diabetologia,diabetologia
18724,endocrinologia,endocrinologia
18725,epatologia,epatologia
18726,gastroenterologia,gastroenterologia
18727,geriatria,geriatria
18728,ginecologia,ginecologia
18729,medicina durgenza,medicina durgenza
18730,medicina generale,medicina generale
18731,medicina infezione e tropicale,medicina infezione e tropicale
18732,medicina interna,medicina interna
18733,nefrologia,nefrologia
18734,neurologia,neurologia
18735,oculistica,oculistica
18736,oncologia,oncologia
18737,ortopedia,ortopedia
18738,otorinolaringoiatra,otorinolaringoiatra
18739,pediatria,pediatria
18740,polmonologia  pneumologia,polmonologia pneumologia
18741,proctologia,proctologia
18742,psichiatria  psicoterapia,psichiatria psicoterapia
18743,radiologia diagnostica,radiologia diagnostica
18744,reumatologia,reumatologia
18745,urologia,urologia
18746,Si concordo,si concordo
18747,Newegg,newegg
18748,Overstock,overstock
18749,QVCcom,qvccom
18750,Rakuten,rakuten
18751,340B,340b
18752,Non 304B,non 304b
18753,Blind,blind
18754,Contacts,contact
18755,Macular Degeneration Dry,macular degeneration dry
18756,Macular Degeneration Wet,macular degeneration wet
18757,Elementary,elementary
18758,High School,high school
18759,Middle School,middle school
18760,Preschool,preschool
18761,Consumer amp Medical,consumer amp medical
18762,Consumer Only,consumer
18763,Medical Only,medical
18764,Chinese,chinese
18765,Greek,greek
18766,Sign Language,sign language
18767,Tagalog,tagalog
18768,Assistant Professor,assistant professor
18769,Assistant Teacher,assistant teacher
18770,Classroom Teacher,classroom teacher
18771,CollegeUniversity Professor,collegeuniversity professor
18772,CoTeacher,coteacher
18773,Counselor,counselor
18774,Curriculum Coach,curriculum coach
18775,Curriculum SpecialistCoordinatorDirector,curriculum specialistcoordinatordirector
18776,DeanAssistant Dean,deanassistant dean
18777,Department ChairDirectorAssistant Director,department chairdirectorassistant director
18778,Head TeacherTeam LeaderSupervisor,head teacherteam leadersupervisor
18779,Inclusion Teacher,inclusion teacher
18780,Interventionist or Response to Intervention  titles,interventionist response intervention title
18781,Paraprofessional educator,paraprofessional educator
18782,PrincipalAssistant Principal,principalassistant principal
18783,Resource Teacher,resource teacher
18784,Special Education  TeacherAssistant,special education teacherassistant
18785,Substitute Teacher including Longterm Substitute Teacher,substitute teacher including longterm substitute teacher
18786,SuperintendentAssistant Superintendent,superintendentassistant superintendent
18787,Trade School TeacherProfessor,trade school teacherprofessor
18788,Jury Impact,jury impact
18789,Lancelotta Consulting,lancelotta consulting
18790,Nacho Industries,nacho industry
18791,T Rowe Price,rowe price
18792,amp T Committee Chair,amp committee chair
18793,Chief Nursing Officer,chief nursing officer
18794,Director of Quality Control  Quality Care,director quality control quality care
18795,Practicing Physician,practicing physician
18796,Purchasingmaterials management,purchasingmaterials management
18797,Metropolitane Stadtregion 11,metropolitane stadtregion 11
18798,Periphere ländliche Region 22,periphere l ndliche region 22
18799,Regiopolitane Stadtregion 12,regiopolitane stadtregion 12
18800,Stadtregionsnahe ländliche Region 21,stadtregionsnahe l ndliche region 21
18801,FPG matched to SG,fpg matched sg
18802,FPG only,fpg
18803,Canceled a Vacation,canceled vacation
18804,Have a friend or family member who has COVID 19 symptoms but could not get tested,friend family member covid 19 symptom could get tested
18805,Have a friend or family member who tested positive for COVID 19,friend family member tested positive covid 19
18806,Have COVID 19 symptoms but have not been tested,covid 19 symptom tested
18807,Homeschooling your children,homeschooling child
18808,Increase of hours at Job,increase hour job
18809,Loss of Job,loss job
18810,Tested positive for COVID 19,tested positive covid 19
18811,Working From Home,working home
18812,Chicago OakBrook,chicago oakbrook
18813,Columbus,columbus
18814,Kansas City,kansa city
18815,Minneapolis,minneapolis
18816,San Francisco Sansome,san francisco sansome
18817,CopierFax Machines,copierfax machine
18818,Employee Financial Benefits,employee financial benefit
18819,Employee Healthcare Benefits,employee healthcare benefit
18820,Employee Insurance Benefits,employee insurance benefit
18821,Office Equipment and Supplies,office equipment supply
18822,Office Furniture,office furniture
18823,Physical Plant Improvements,physical plant improvement
18824,Telephone Network,telephone network
18825,Dairy intolerance,dairy intolerance
18826,Egg free,egg free
18827,Gluten free,gluten free
18828,High protein,high protein
18829,Keto,keto
18830,Lactosedairy free,lactosedairy free
18831,Other weight loss program,weight loss program
18832,Vegan,vegan
18833,Vegetarian,vegetarian
18834,Whole 30,whole 30
18835,ATampT Uverse,atampt uverse
18836,Cox Communications,cox communication
18837,Fios,fios
18838,Spectrum,spectrum
18839,Verizon DSL,verizon dsl
18840,Ambidextrous,ambidextrous
18841,Left Handed,left handed
18842,Right Handed,right handed
18843,ALPO  Prime Cuts,alpo prime cut
18844,American Journey,american journey
18845,Beneful Originals,beneful original
18846,BLUE Wilderness Adult Grain Free,blue wilderness adult grain free
18847,Hills Science Diet,hill science diet
18848,I do not own a dog,dog
18849,IAMS ProActive Health,iams proactive health
18850,Kibbles n Bits,kibble n bit
18851,Merrick Classic Healthy Grains Dry Dog Food,merrick classic healthy grain dry dog food
